I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
vrp-n197-c321-s4,197,321,99,93.93901,2,522.12852,471.6457,62706.47261,45688.817
vrp-n152-c282-s4,152,282,74,82.78753,3,506.97494,388.30473,57376.04062,24357.58835
vrp-n152-c359-s4,152,359,72,99.27974,3,513.08055,408.93892,59173.11131,29656.55295
vrp-n189-c212-s4,189,212,96,59.32526,2,510.50582,500.85975,58966.42006,49557.35487
vrp-n182-c219-s4,182,219,92,61.84977,2,510.71986,694.50639,61476.49643,74150.75558
vrp-n165-c350-s4,165,350,86,104.6838,2,532.15674,601.89741,63913.37452,80275.21622
vrp-n174-c185-s4,174,185,92,53.29784,2,543.68399,601.53318,66709.73179,70895.19982
vrp-n154-c364-s4,154,364,86,106.89983,2,522.45803,432.60862,62198.04168,43670.0768
vrp-n166-c202-s4,166,202,82,59.58644,3,533.5299,587.8109,63494.52977,69072.34097
vrp-n157-c265-s4,157,265,80,75.35932,2,543.10245,548.74625,65336.69695,59588.35048
vrp-n182-c229-s4,182,229,84,62.05948,3,499.99069,537.32369,57719.05635,54948.60677
vrp-n163-c223-s4,163,223,80,61.31638,3,489.75193,552.15314,53767.52276,57269.54061
vrp-n183-c213-s4,183,213,91,62.54211,3,526.26298,550.39621,63067.86053,71709.12843
vrp-n178-c175-s4,178,175,86,48.72559,3,527.04828,722.89602,61518.72044,79790.92811
vrp-n170-c228-s4,170,228,89,66.30792,2,536.0427,485.47361,63825.18322,59108.43399
vrp-n158-c263-s4,158,263,90,74.93726,2,493.21281,595.76908,55512.16343,62713.57243
vrp-n179-c337-s4,179,337,93,96.07218,2,548.68126,456.93949,66247.60454,42570.43978
vrp-n156-c346-s4,156,346,74,98.94441,3,554.84819,572.74064,66410.00936,70167.53188
vrp-n157-c353-s4,157,353,78,104.93989,3,531.25818,599.23958,63581.72323,77319.89995
vrp-n192-c315-s4,192,315,96,87.29805,2,519.87554,436.6916,60611.23113,37235.89009
vrp-n173-c366-s4,173,366,86,105.95606,3,512.69908,701.78523,58700.72447,82114.14174
vrp-n169-c271-s4,169,271,84,77.67157,3,504.18845,594.34627,56609.48506,76154.74812
vrp-n172-c350-s4,172,350,82,104.54087,3,531.5564,499.38453,64018.93058,56866.4157
vrp-n165-c217-s4,165,217,85,62.12111,2,520.75024,515.75753,60215.56062,60302.56192
vrp-n161-c301-s4,161,301,79,85.48765,3,530.94885,453.95052,64895.44026,31377.61732
vrp-n166-c328-s4,166,328,88,93.79341,2,504.10401,574.30692,57190.26757,58255.18993
vrp-n169-c357-s4,169,357,80,103.05563,3,530.82052,395.21073,62482.02263,21430.0549
vrp-n164-c231-s4,164,231,83,66.32669,2,523.16444,486.37089,62525.4193,45996.42835
vrp-n199-c292-s4,199,292,95,85.05454,3,522.36045,402.76129,62022.24473,27621.09142
vrp-n184-c322-s4,184,322,94,94.43695,2,523.61313,714.30636,60648.78792,75034.98218
vrp-n162-c351-s4,162,351,80,101.15602,3,527.50709,540.7064,63034.26372,55783.44564
vrp-n158-c325-s4,158,325,81,97.57074,2,543.96661,642.55096,65204.11269,82978.94516
vrp-n192-c323-s4,192,323,94,95.31758,3,540.29274,527.58324,64400.41483,58005.44975
vrp-n187-c252-s4,187,252,97,74.35407,2,529.50461,484.81242,63534.50152,50236.07222
vrp-n165-c322-s4,165,322,84,92.9007,2,547.31923,497.12427,66902.65568,52148.42981
vrp-n170-c182-s4,170,182,84,52.66163,3,540.22888,703.51082,64899.25085,73490.68879
vrp-n188-c348-s4,188,348,93,98.30279,3,515.50192,632.47854,60376.36686,73057.60811
vrp-n163-c197-s4,163,197,81,55.49136,3,525.30453,700.66981,62015.82679,86481.51849
vrp-n176-c342-s4,176,342,83,96.16909,3,531.6128,567.8252,64619.77391,68685.424
vrp-n175-c299-s4,175,299,90,86.28777,2,529.50461,625.38291,62478.6911,68025.78318
vrp-n185-c216-s4,185,216,99,65.00067,2,521.81765,385.7336,61608.19923,23160.1263
vrp-n188-c190-s4,188,190,98,54.40298,2,550.05505,624.69592,67561.44895,80898.43875
vrp-n196-c199-s4,196,199,101,57.42354,2,520.4377,381.3705,61427.21697,21553.19808
vrp-n166-c162-s4,166,162,85,44.71202,2,528.54632,437.91955,62370.79824,34290.91116
vrp-n170-c356-s4,170,356,89,105.94043,2,510.56956,424.42511,58083.42852,36002.03107
vrp-n154-c192-s4,154,192,74,53.20739,3,526.42729,543.43584,62993.36894,71491.02624
vrp-n193-c166-s4,193,166,99,47.3115,2,508.6526,623.01309,57690.6596,69889.5773
vrp-n161-c320-s4,161,320,83,93.65101,2,526.24736,548.56586,61302.40961,54277.58227
vrp-n150-c176-s4,150,176,67,54.1916,3,500.50268,420.0838,55979.92131,32739.94298
vrp-n194-c236-s4,194,236,100,69.58393,2,506.06735,505.90009,57155.9966,50537.80435
vrp-n173-c273-s4,173,273,91,78.8759,2,517.45081,390.89654,59666.62244,22958.30618
vrp-n190-c195-s4,190,195,100,56.52085,2,502.04627,523.64333,58580.34044,57285.67273
vrp-n184-c189-s4,184,189,91,56.29775,3,535.44692,463.66644,63740.43223,43784.88388
vrp-n158-c263-s4,158,263,80,75.23568,2,540.61673,497.19,65700.08535,45944.35948
vrp-n195-c188-s4,195,188,101,55.16173,2,536.74505,435.23819,63584.12849,42689.28181
vrp-n154-c337-s4,154,337,80,96.32421,2,548.88076,630.18037,67035.23746,68441.301
vrp-n154-c265-s4,154,265,83,72.73724,2,504.91017,426.78383,55971.22895,31540.9605
vrp-n156-c247-s4,156,247,77,69.1704,3,527.74632,415.35981,63004.88226,28923.43395
vrp-n157-c211-s4,157,211,74,58.32887,3,502.65178,414.76322,56011.10453,39841.33837
vrp-n158-c182-s4,158,182,75,52.11498,3,512.93447,640.94843,60315.0547,79038.07214
vrp-n184-c365-s4,184,365,96,110.33837,2,501.59134,480.15956,58292.15908,62496.94659
vrp-n172-c240-s4,172,240,83,65.28221,3,487.5307,687.41078,53542.36886,65602.2937
vrp-n199-c257-s4,199,257,101,76.33431,2,508.71218,581.91846,56975.14651,63340.53439
vrp-n172-c356-s4,172,356,87,101.0867,2,541.19365,563.25947,65595.20013,59273.72975
vrp-n193-c271-s4,193,271,99,79.42286,2,524.51186,597.87163,62302.06141,57821.59423
vrp-n171-c323-s4,171,323,79,92.93444,3,546.02805,554.15829,67500.1909,72535.68887
vrp-n196-c174-s4,196,174,102,50.68945,2,539.69087,503.49008,64894.84152,64874.88486
vrp-n175-c279-s4,175,279,87,87.3871,3,528.90726,557.02909,65344.74863,78871.56744
vrp-n197-c368-s4,197,368,99,107.4812,2,552.61183,548.39982,67051.53601,66302.89159
vrp-n155-c213-s4,155,213,73,62.68235,3,514.04359,454.60558,58556.60674,40289.55292
vrp-n152-c270-s4,152,270,78,75.42029,2,523.00207,644.83079,60978.86088,63146.99076
vrp-n165-c203-s4,165,203,85,56.81008,2,507.07149,412.36535,58037.23801,35201.75579
vrp-n165-c294-s4,165,294,87,88.69645,2,519.69632,477.13584,60199.6679,55550.54012
vrp-n195-c254-s4,195,254,100,74.62267,2,498.43419,479.88824,56845.06254,51061.22598
vrp-n175-c218-s4,175,218,86,62.14907,3,512.3153,639.14795,59035.73602,70710.7851
vrp-n163-c309-s4,163,309,78,87.47128,3,521.49486,608.28282,60582.14882,62087.61582
vrp-n169-c321-s4,169,321,87,91.02859,2,514.22843,586.09065,58650.21691,64133.95811
vrp-n156-c303-s4,156,303,79,81.33236,2,530.77438,605.97963,62577.08052,81514.87752
vrp-n191-c194-s4,191,194,97,56.70989,2,520.10817,398.45085,60185.95317,28991.26232
vrp-n173-c242-s4,173,242,89,72.33301,2,522.76014,521.85795,61509.08228,51718.62435
vrp-n199-c337-s4,199,337,100,99.17537,2,524.63567,581.14651,64007.88907,61420.0855
vrp-n150-c220-s4,150,220,76,65.20463,2,535.73737,608.25612,64343.31512,64957.1261
vrp-n186-c239-s4,186,239,94,68.45835,2,512.90111,573.31272,59721.59941,70509.25431
vrp-n150-c231-s4,150,231,72,68.40469,3,525.00407,475.97536,62727.78135,52269.18664
vrp-n159-c224-s4,159,224,77,63.67065,3,514.98597,704.57854,59229.83011,67756.39061
vrp-n151-c212-s4,151,212,79,59.7964,2,516.25408,422.91003,59853.92868,31048.26548
vrp-n172-c327-s4,172,327,77,92.51517,3,523.88223,450.37329,62786.11914,42794.94952
vrp-n196-c196-s4,196,196,109,54.73271,2,542.86243,636.05337,66549.83455,67854.58244
vrp-n169-c295-s4,169,295,75,81.39585,3,527.82429,485.17781,62464.10546,42759.9731
vrp-n154-c282-s4,154,282,79,83.49902,2,522.11088,441.505,59230.6894,39368.7489
vrp-n180-c260-s4,180,260,90,73.03829,2,499.52387,414.77436,56481.04954,37773.42115
vrp-n177-c312-s4,177,312,88,90.68067,3,522.20134,383.56138,60680.09368,18931.62876
vrp-n153-c358-s4,153,358,71,102.25722,3,520.21189,570.24753,62381.26482,74904.28737
vrp-n152-c353-s4,152,353,74,105.29069,3,532.9879,570.39784,63968.3481,57474.78016
vrp-n189-c215-s4,189,215,96,61.57924,2,515.74882,507.3386,61270.36992,72205.01706
vrp-n155-c305-s4,155,305,76,89.34368,3,503.82386,467.89197,57428.6266,44483.45808
vrp-n174-c262-s4,174,262,88,80.11031,2,526.06743,525.22762,62848.38349,66707.69076
vrp-n182-c190-s4,182,190,91,56.36627,2,540.79394,502.82999,65043.91387,60030.56671
vrp-n152-c313-s4,152,313,75,93.40519,3,519.61351,585.73602,62235.87441,60431.63617
vrp-n190-c359-s4,190,359,93,96.84853,3,510.6062,482.92535,59336.38175,44376.37941
vrp-n150-c189-s4,150,189,80,55.31673,2,525.73731,556.28491,62893.97422,64968.03977
vrp-n189-c235-s4,189,235,94,65.46463,3,520.07954,682.91477,60260.90337,70516.1881
vrp-n197-c221-s4,197,221,99,61.47806,2,525.7539,392.59597,62082.23825,21686.68333
vrp-n193-c228-s4,193,228,91,64.05837,3,529.43821,552.79164,63192.55944,70287.95371
vrp-n177-c232-s4,177,232,89,66.27831,2,540.23965,596.26645,64967.08818,69004.18933
vrp-n195-c205-s4,195,205,97,61.35627,3,498.67813,425.00639,56802.94766,40214.89662
vrp-n168-c189-s4,168,189,82,56.68168,3,509.11338,410.64587,58508.99095,31150.84437
vrp-n197-c322-s4,197,322,93,91.88441,3,516.83134,592.86842,60296.0178,66346.62847
vrp-n170-c313-s4,170,313,89,87.40352,2,546.32056,527.70214,66783.65107,60083.17658
vrp-n156-c358-s4,156,358,81,106.79444,2,495.65282,502.39142,57744.76451,51405.00999
vrp-n161-c246-s4,161,246,81,73.17713,2,557.48895,478.9912,70482.4742,36521.23231
vrp-n183-c330-s4,183,330,93,104.17421,2,510.26338,468.24004,60429.31338,39173.91287
vrp-n159-c213-s4,159,213,74,61.06519,3,534.06394,514.29329,63825.22813,49388.23841
vrp-n189-c365-s4,189,365,97,96.44789,2,514.90464,567.11061,59605.15608,59119.02219
vrp-n173-c225-s4,173,225,86,65.09427,3,538.93247,424.13984,65300.67483,33657.37265
vrp-n186-c336-s4,186,336,99,101.58948,2,544.2729,594.48683,67969.53115,61512.20101
vrp-n181-c160-s4,181,160,88,45.74192,3,512.51886,435.43308,59150.94863,30854.72588
vrp-n150-c300-s4,150,300,79,86.14944,2,525.7044,394.11687,61094.93923,22489.98806
vrp-n153-c363-s4,153,363,77,105.45158,2,525.99156,388.16999,62690.29594,26653.4013
vrp-n166-c327-s4,166,327,88,98.33086,2,547.33144,472.52786,67385.42557,41317.49793
vrp-n186-c326-s4,186,326,93,97.42781,2,516.15078,574.35948,61084.77622,66878.91882
vrp-n177-c363-s4,177,363,88,108.01496,3,526.02722,408.29245,63034.83254,30671.94992
vrp-n166-c244-s4,166,244,81,67.79171,3,514.97035,572.4917,59882.81569,60685.34146
vrp-n199-c320-s4,199,320,103,88.24109,2,528.65311,574.62503,62700.87672,73266.64754
vrp-n167-c326-s4,167,326,79,94.26031,3,530.73601,506.57044,63137.63019,44943.99332
vrp-n165-c264-s4,165,264,84,71.86237,2,537.78659,414.88204,64367.46617,29514.66758
vrp-n176-c303-s4,176,303,89,87.54529,2,551.85025,613.51612,67167.67757,76696.39201
vrp-n162-c248-s4,162,248,79,71.53158,3,503.11318,496.02022,56170.17654,50197.52252
vrp-n187-c248-s4,187,248,90,75.6146,3,523.61237,406.87687,61349.34366,26191.88278
vrp-n158-c297-s4,158,297,81,85.27922,2,536.4334,450.26173,63270.40984,46637.78445
vrp-n197-c310-s4,197,310,101,89.21769,2,521.0684,455.79507,61918.06746,46959.35833
vrp-n160-c337-s4,160,337,88,95.55916,2,516.89797,576.30181,61501.2312,62195.00253
vrp-n191-c233-s4,191,233,96,71.39868,2,536.54278,497.76855,64349.63755,65430.75841
vrp-n157-c215-s4,157,215,76,60.46326,3,528.87454,444.9807,62248.35143,40110.32218
vrp-n182-c256-s4,182,256,90,71.08947,3,500.55527,422.7879,58413.27484,34910.87977
vrp-n199-c257-s4,199,257,100,73.38609,2,521.04592,584.79042,61324.94273,62464.13492
vrp-n184-c276-s4,184,276,95,82.66246,2,514.23859,518.14221,61724.93148,50706.43292
vrp-n198-c253-s4,198,253,97,73.90033,3,529.73437,601.85331,62550.2811,72433.95468
vrp-n193-c223-s4,193,223,97,62.63279,2,516.70708,566.90267,61710.11865,65182.083
vrp-n193-c226-s4,193,226,99,65.3046,2,541.13894,656.10364,65913.3991,68588.69057
vrp-n163-c177-s4,163,177,83,50.37535,2,512.54874,528.33809,58467.56294,52280.57212
vrp-n177-c160-s4,177,160,94,44.22539,2,513.77155,597.3357,58912.57567,65062.43135
vrp-n186-c307-s4,186,307,96,89.92872,2,527.05224,429.77545,62370.47694,40653.40224
vrp-n168-c264-s4,168,264,77,74.47698,3,506.08026,567.48776,57412.14725,69762.30013
vrp-n175-c169-s4,175,169,82,47.17747,3,525.71705,451.82487,60809.46993,45061.26436
vrp-n173-c319-s4,173,319,83,86.21063,3,522.29087,569.07349,61428.56097,63235.27419
vrp-n153-c305-s4,153,305,79,87.6345,2,511.23375,578.41231,59133.18494,59811.9701
vrp-n165-c234-s4,165,234,86,65.75511,2,536.80933,395.60854,66077.30816,20045.76494
vrp-n172-c276-s4,172,276,85,75.90602,3,506.28229,383.85151,57959.11759,26001.57998
vrp-n166-c202-s4,166,202,81,55.86672,3,535.28102,467.15537,63546.87843,44917.82195
vrp-n197-c364-s4,197,364,96,108.68659,3,524.18391,715.10294,61792.01009,84306.96973
vrp-n187-c341-s4,187,341,95,98.13577,2,548.7071,446.81626,67495.82799,39873.92927
vrp-n180-c175-s4,180,175,92,51.23871,2,526.11794,534.08215,62136.26229,70973.08027
vrp-n199-c316-s4,199,316,98,93.35697,3,516.43166,642.14023,60445.85657,62091.50036
vrp-n189-c287-s4,189,287,98,81.12195,2,514.7041,681.11606,58562.63103,76304.89599
vrp-n167-c188-s4,167,188,80,54.32636,3,512.62463,415.65926,59455.27918,31203.65177
vrp-n159-c178-s4,159,178,81,51.09253,2,512.7086,574.02981,60990.97287,75710.05812
vrp-n185-c233-s4,185,233,93,62.16966,2,510.48432,565.30892,58609.14479,58421.51166
vrp-n158-c279-s4,158,279,79,82.17033,2,534.10505,597.34951,63846.52097,76575.57703
vrp-n167-c164-s4,167,164,82,47.26968,3,503.37524,460.7502,56460.6988,45455.01776
vrp-n153-c168-s4,153,168,79,50.79602,2,513.32101,408.75041,58728.20992,33530.84963
vrp-n162-c290-s4,162,290,86,83.6069,2,518.4566,508.72859,59729.86455,60705.92083
vrp-n157-c169-s4,157,169,80,50.57322,2,558.61612,543.32433,71028.25401,49215.46092
vrp-n160-c294-s4,160,294,78,85.93405,3,510.88369,513.35544,58936.89628,51542.28198
vrp-n199-c164-s4,199,164,103,45.97232,2,516.49312,538.39305,59680.19169,53144.47469
vrp-n156-c276-s4,156,276,75,85.11747,3,532.63963,497.35902,63247.38567,57605.56362
vrp-n160-c299-s4,160,299,85,90.21455,2,550.96644,463.71418,68448.16794,52624.11461
vrp-n195-c322-s4,195,322,100,96.31673,2,526.83175,429.04964,62793.83339,38337.57685
vrp-n190-c248-s4,190,248,93,73.93093,3,520.62084,416.82684,62143.5353,33256.87159
vrp-n191-c207-s4,191,207,94,56.19091,3,527.20266,536.20929,62997.07032,53957.67936
vrp-n163-c282-s4,163,282,77,79.05917,3,528.2082,605.31053,62244.63339,72407.28252
vrp-n184-c240-s4,184,240,91,67.99522,3,527.80489,649.09986,62587.2605,76570.47903
vrp-n185-c251-s4,185,251,92,72.70202,3,521.11372,592.23889,61634.89933,61448.01068
vrp-n185-c246-s4,185,246,94,69.27308,2,520.46487,572.45171,59821.02543,66374.92332
vrp-n168-c353-s4,168,353,93,103.55669,2,535.71145,424.50746,64088.75122,30615.83641
vrp-n199-c233-s4,199,233,95,68.05848,3,515.88024,598.47976,60655.93113,69685.60473
vrp-n160-c359-s4,160,359,79,103.02391,3,514.65116,499.89947,57802.78495,58736.97075
vrp-n177-c310-s4,177,310,90,86.81007,2,491.62935,371.15695,55046.80145,26901.3284
vrp-n194-c205-s4,194,205,103,61.72134,2,537.94462,663.15798,63574.38324,85645.29258
vrp-n150-c209-s4,150,209,80,61.48537,2,525.53029,528.26882,61710.23965,57105.45523
vrp-n198-c352-s4,198,352,99,96.90928,2,501.745,390.00468,59010.5485,29409.43729
vrp-n168-c275-s4,168,275,87,86.9071,2,548.24987,664.45767,68358.58957,93233.52892
vrp-n166-c185-s4,166,185,89,52.6813,2,516.33308,418.29674,59126.11263,35142.2177
vrp-n176-c176-s4,176,176,90,50.83129,2,512.88774,542.3713,61506.30853,71660.72825
vrp-n154-c226-s4,154,226,75,62.92334,3,533.42357,565.0963,65088.3507,82635.00135
vrp-n160-c201-s4,160,201,75,59.43415,3,500.36611,441.20925,56692.9055,43587.95719
vrp-n171-c342-s4,171,342,87,103.38732,2,555.37715,458.96811,68169.40623,39477.89523
vrp-n191-c180-s4,191,180,97,52.06386,2,558.16138,428.70355,68994.12832,32313.86916
vrp-n198-c183-s4,198,183,97,52.74559,3,518.13841,421.92418,60362.88547,40982.71688
vrp-n178-c259-s4,178,259,91,79.83152,2,514.9566,509.00707,59762.71827,57942.36446
vrp-n158-c186-s4,158,186,81,53.57003,2,499.45252,464.10113,56614.54163,47633.70051
vrp-n176-c346-s4,176,346,90,104.58896,2,523.82585,562.26044,61318.34875,63217.57035
vrp-n150-c339-s4,150,339,66,97.77392,3,506.73695,461.4726,58194.28658,48375.97623
vrp-n154-c335-s4,154,335,76,95.52004,3,537.51234,421.17499,64824.39897,33595.60448
vrp-n197-c341-s4,197,341,99,99.3361,2,518.38774,587.6868,60074.66629,72607.43836
vrp-n174-c254-s4,174,254,88,71.45174,2,529.90912,774.79075,64993.79902,74173.19891
vrp-n178-c247-s4,178,247,94,71.19966,2,508.1398,494.0144,59613.54656,63331.7451
vrp-n169-c268-s4,169,268,79,79.61537,3,536.93731,427.44352,64779.74175,30731.4628
vrp-n162-c333-s4,162,333,78,95.81761,3,521.45451,514.24613,62390.798,56375.09875
vrp-n167-c265-s4,167,265,88,78.4335,2,514.29717,579.87661,60252.94214,56505.16606
vrp-n195-c313-s4,195,313,98,89.3276,2,518.01873,535.30168,60593.35306,52913.3316
vrp-n176-c326-s4,176,326,89,96.0433,2,540.54323,443.50065,66849.01983,51671.1648
vrp-n182-c308-s4,182,308,95,87.44058,2,530.28314,503.07747,62969.01793,61177.08836
vrp-n150-c354-s4,150,354,81,102.41542,2,528.48821,519.34431,62929.66902,72260.97049
vrp-n173-c356-s4,173,356,96,97.1617,2,513.08008,548.97002,59051.32101,61821.2107
vrp-n170-c291-s4,170,291,81,87.85277,3,508.52071,439.68615,60544.90773,36846.77544
vrp-n159-c209-s4,159,209,79,59.9712,3,528.54555,465.08501,63178.02343,50849.61464
vrp-n168-c291-s4,168,291,85,81.01606,2,537.91854,662.25899,64466.21314,71300.52565
vrp-n198-c160-s4,198,160,97,45.92915,3,539.27179,488.95833,64738.8281,42297.41136
vrp-n180-c206-s4,180,206,87,61.24873,3,520.96317,508.51096,61618.79772,52408.84206
vrp-n155-c327-s4,155,327,74,91.72261,3,513.10014,503.63832,59577.35379,48608.06286
vrp-n166-c284-s4,166,284,80,84.05776,3,513.05888,468.38499,59938.67641,48147.72467
vrp-n153-c194-s4,153,194,77,56.2052,2,511.42339,555.60579,58828.16333,55915.15455
vrp-n198-c245-s4,198,245,102,68.2627,2,538.92743,445.8444,63533.63933,37478.70296
vrp-n174-c181-s4,174,181,92,49.99071,2,528.32029,667.54236,62389.64396,75570.48354
vrp-n169-c194-s4,169,194,91,54.42943,2,534.57122,534.49068,64075.8115,56299.98592
vrp-n196-c245-s4,196,245,97,69.16306,3,527.31094,556.615,62359.63372,54868.59574
vrp-n161-c357-s4,161,357,81,102.60264,2,519.85171,495.15579,62999.55341,61344.28788
vrp-n182-c329-s4,182,329,97,91.66201,2,505.50697,550.35701,58525.93581,63702.28957
vrp-n186-c325-s4,186,325,89,91.41742,3,516.62985,496.17431,60645.78407,57519.50302
vrp-n175-c336-s4,175,336,83,94.39186,3,534.37049,516.08018,63062.74283,55097.53182
vrp-n181-c361-s4,181,361,88,102.72419,3,527.50277,477.96489,63599.26583,60323.95022
vrp-n185-c241-s4,185,241,94,70.7803,2,525.42587,723.64581,61192.70119,79517.59175
vrp-n165-c186-s4,165,186,85,53.76483,2,507.37944,410.06679,58715.29278,29855.33914
vrp-n197-c279-s4,197,279,101,78.15945,2,535.67236,613.71198,63027.03527,80752.86454
vrp-n166-c246-s4,166,246,81,68.60887,3,521.52198,459.32015,60178.91022,39795.74319
vrp-n152-c269-s4,152,269,81,76.05828,2,500.0847,554.51375,57427.40459,64689.91951
vrp-n193-c297-s4,193,297,90,88.37751,3,535.31021,593.92497,63293.99533,74220.02196
vrp-n192-c269-s4,192,269,96,75.63462,2,524.38895,427.82138,62051.86977,42554.87799
vrp-n173-c198-s4,173,198,82,57.03054,3,500.46642,556.31411,57455.72603,52185.10982
vrp-n171-c207-s4,171,207,87,54.924,2,518.80141,505.96473,60980.9192,55087.25769
vrp-n158-c282-s4,158,282,81,84.05234,2,530.36144,599.04423,64621.82162,87876.34062
vrp-n161-c365-s4,161,365,80,100.30637,3,505.16197,475.6142,57659.03197,53167.16484
vrp-n156-c319-s4,156,319,83,95.06917,2,516.16289,454.71846,61455.24974,55525.19775
vrp-n151-c198-s4,151,198,79,59.54731,2,512.19003,449.11271,59422.09006,38463.65353
vrp-n198-c336-s4,198,336,100,99.01145,2,524.53373,436.93556,61443.33537,28962.68922
vrp-n199-c325-s4,199,325,98,100.3793,3,530.32741,564.72462,62695.17883,67912.76153
vrp-n170-c283-s4,170,283,82,82.5809,3,559.71564,534.79091,70938.56609,58324.59429
vrp-n181-c313-s4,181,313,86,89.79216,3,530.87927,588.42804,63776.77444,68835.29975
vrp-n175-c325-s4,175,325,86,89.68875,3,519.56776,600.66186,61660.67371,67865.06856
vrp-n192-c352-s4,192,352,84,96.72139,3,537.35118,398.53277,63577.71134,19026.48579
vrp-n166-c365-s4,166,365,85,110.61625,2,488.36165,643.29845,53347.33456,63839.68625
vrp-n196-c300-s4,196,300,101,81.58149,2,518.69577,672.77561,61342.75805,81727.25539
vrp-n160-c218-s4,160,218,81,65.30042,2,517.01075,745.44181,61607.5022,77926.90819
vrp-n152-c316-s4,152,316,74,88.1099,3,517.12585,446.08128,59320.26312,40039.37312
vrp-n183-c341-s4,183,341,93,100.28452,2,521.50905,553.13144,62804.09153,80039.04992
vrp-n151-c248-s4,151,248,82,73.83178,2,532.32721,555.82812,63206.54833,65243.82473
vrp-n182-c354-s4,182,354,98,107.61914,2,520.348,532.75473,59909.43704,63973.56793
vrp-n181-c191-s4,181,191,90,55.71497,3,532.6767,563.51367,63040.6048,67648.26566
vrp-n171-c365-s4,171,365,84,102.86804,3,525.83066,424.0709,64301.21604,36354.27689
vrp-n183-c250-s4,183,250,86,74.3348,3,542.26743,777.22731,65342.19914,92544.81667
vrp-n161-c310-s4,161,310,79,87.42394,3,514.19116,572.79405,58163.26477,64115.14786
vrp-n173-c223-s4,173,223,87,64.45134,2,533.72287,513.22576,62233.99843,56101.54349
vrp-n159-c345-s4,159,345,80,99.92409,2,522.74006,569.6589,60965.1822,69491.15957
vrp-n159-c177-s4,159,177,83,50.39752,2,531.94334,503.20926,63057.58821,60178.14798
vrp-n197-c249-s4,197,249,103,70.61716,2,514.34528,516.87914,59625.17017,52660.73009
vrp-n178-c252-s4,178,252,91,70.48208,2,517.59627,657.94068,61545.49032,77062.95492
vrp-n159-c366-s4,159,366,76,104.88631,3,527.51876,584.2489,62028.41197,74098.76419
vrp-n186-c345-s4,186,345,97,100.21222,2,528.06544,587.89549,63253.94227,74429.10486
vrp-n150-c240-s4,150,240,79,70.96789,2,539.82814,616.62784,64944.46588,77929.50987
vrp-n173-c230-s4,173,230,85,66.98709,3,528.76909,595.87152,63693.46127,75241.99787
vrp-n172-c302-s4,172,302,83,90.69506,3,527.58395,480.2941,61965.8539,48729.14893
vrp-n160-c344-s4,160,344,83,103.81494,2,544.114,549.33685,64700.46668,64210.17138
vrp-n155-c302-s4,155,302,85,87.10533,2,534.1114,594.33328,63559.40406,76423.80862
vrp-n175-c326-s4,175,326,90,98.47756,2,536.78462,504.49943,64616.34867,45191.37088
vrp-n178-c337-s4,178,337,95,99.76871,2,527.35673,410.46504,63509.51085,24602.25898
vrp-n160-c340-s4,160,340,78,95.9889,3,527.9742,469.50306,63134.03578,47547.7389
vrp-n199-c357-s4,199,357,101,99.3336,2,519.30955,394.87776,59488.25747,22208.61959
vrp-n167-c308-s4,167,308,83,93.45741,3,510.52881,414.60932,59433.77155,32707.98921
vrp-n188-c331-s4,188,331,94,90.9642,2,525.61761,501.06467,61392.56967,53046.30354
vrp-n188-c320-s4,188,320,94,91.85494,2,520.21197,605.90778,61302.12775,72634.39585
vrp-n176-c295-s4,176,295,89,81.14603,2,517.00749,561.89636,59520.73202,60561.2746
vrp-n191-c173-s4,191,173,96,49.74288,2,526.30504,428.21845,61933.9487,32543.31901
vrp-n164-c169-s4,164,169,79,47.92494,3,502.02602,484.28732,57713.80656,58363.89134
vrp-n194-c304-s4,194,304,95,86.17372,3,521.99704,387.02421,61274.90995,22864.80459
vrp-n190-c354-s4,190,354,101,112.1763,2,526.85439,500.44198,61647.38607,52974.66935
vrp-n152-c191-s4,152,191,73,53.84552,3,501.69436,414.24826,58284.44831,35107.29916
vrp-n159-c365-s4,159,365,81,98.37108,2,517.9382,518.32574,58292.90762,55320.86674
vrp-n192-c223-s4,192,223,98,62.61189,2,529.77523,524.01614,61688.39719,57659.80834
vrp-n188-c235-s4,188,235,90,67.12418,3,496.87664,367.55616,56362.54604,21685.63817
vrp-n157-c240-s4,157,240,84,69.60147,2,527.48225,517.94065,62969.84209,64960.96938
vrp-n170-c321-s4,170,321,86,93.91936,2,527.52057,556.64215,62033.2856,67357.16671
vrp-n188-c213-s4,188,213,95,61.8354,2,503.22107,473.71957,57013.7807,47672.26487
vrp-n164-c309-s4,164,309,73,87.90218,3,516.74069,604.34169,60317.85805,64953.51977
vrp-n163-c194-s4,163,194,79,56.62061,3,538.75373,526.27908,65343.89146,63637.90179
vrp-n151-c233-s4,151,233,75,65.75662,3,522.61332,422.49494,62267.9364,35187.75373
vrp-n181-c330-s4,181,330,91,94.01008,2,506.14235,534.77785,58504.13101,52823.21127
vrp-n190-c259-s4,190,259,92,75.13391,3,513.88776,391.34749,60031.17479,21045.83688
vrp-n171-c195-s4,171,195,83,55.12393,3,536.97212,403.61243,64743.73532,19341.65226
vrp-n188-c283-s4,188,283,100,79.45404,2,521.37531,480.66142,61434.16899,49871.94124
vrp-n171-c203-s4,171,203,85,60.65988,3,511.5753,585.01579,58322.62301,72966.07442
